,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
32142,2011,3,24,2,13,-21,6,1025,NW,52.74,0,0
4699,2011,3,24,3,10,-21,4,1025,NW,60.79,0,0
12366,2011,3,24,4,8,-21,4,1025,NW,68.84,0,0
12272,2011,3,24,5,9,-20,3,1026,NW,78.67,0,0
39606,2011,3,24,6,8,-20,3,1027,NW,86.72,0,0
18725,2011,3,24,7,10,-20,3,1027,NW,95.66,0,0
28465,2011,3,24,8,12,-19,4,1028,NW,104.6,0,0
1820,2011,3,24,9,18,-18,6,1029,NW,113.54,0,0
8018,2011,3,24,10,15,-19,6,1029,NW,119.35,0,0
17197,2011,3,24,11,13,-18,8,1028,NW,126.5,0,0
25769,2011,3,24,12,12,-18,9,1027,NW,134.55,0,0
22330,2011,3,24,13,11,-18,11,1026,NW,142.6,0,0
31420,2011,3,24,14,15,-17,12,1025,NW,150.65,0,0
27693,2011,3,24,15,12,-18,12,1024,NW,161.83,0,0
2371,2011,3,24,16,15,-18,12,1024,NW,169.88,0,0
13653,2011,3,24,17,17,-19,12,1024,NW,177.93,0,0
25741,2011,3,24,18,6,-20,11,1025,NW,186.87,0,0
14494,2011,3,24,19,7,-19,9,1026,NW,194.02,0,0
17863,2011,3,24,20,6,-19,8,1028,NW,199.83,0,0
15535,2011,3,24,21,4,-19,8,1028,NW,207.88,0,0
41455,2011,3,24,22,3,-19,7,1029,NW,213.69,0,0
6156,2011,3,24,23,4,-19,7,1029,NW,218.61,0,0
23202,2011,3,25,0,8,-19,7,1029,NW,222.63,0,0
17658,2011,3,25,1,13,-19,5,1029,NW,226.65,0,0
38129,2011,3,25,2,13,-18,4,1029,NW,229.78,0,0
27824,2011,3,25,3,15,-18,4,1028,NW,231.57,0,0
3899,2011,3,25,4,23,-16,2,1028,cv,0.45,0,0
27768,2011,3,25,5,23,-17,4,1029,NW,4.02,0,0
13473,2011,3,25,6,27,-16,3,1029,NW,8.04,0,0
30805,2011,3,25,7,18,-15,4,1029,NW,11.17,0,0
31330,2011,3,25,8,25,-15,7,1030,NW,16.98,0,0
30982,2011,3,25,9,31,-15,9,1030,NW,24.13,0,0
13133,2011,3,25,10,23,-15,10,1030,NW,29.05,0,0
908,2011,3,25,11,17,-15,11,1030,NW,33.07,0,0
9530,2011,3,25,12,22,-14,12,1028,cv,0.89,0,0
29091,2011,3,25,13,16,-14,13,1027,NW,4.02,0,0
42136,2011,3,25,14,15,-14,15,1026,NW,9.83,0,0
32635,2011,3,25,15,13,-13,14,1025,NE,4.02,0,0
17833,2011,3,25,16,25,-13,13,1025,NE,8.94,0,0
1919,2011,3,25,17,18,-13,13,1025,SE,3.13,0,0
33429,2011,3,25,18,17,-13,13,1025,SE,6.26,0,0
29619,2011,3,25,19,22,-12,10,1025,SE,10.28,0,0
30165,2011,3,25,20,39,-12,9,1026,SE,13.41,0,0
28957,2011,3,25,21,21,-11,7,1026,SE,15.2,0,0
28673,2011,3,25,22,24,-11,7,1026,SE,16.99,0,0
40658,2011,3,25,23,37,-11,7,1026,SE,18.78,0,0
41873,2011,3,26,0,36,-10,4,1026,cv,0.89,0,0
33305,2011,3,26,1,46,-10,5,1026,SE,1.79,0,0
4700,2011,3,26,2,57,-10,3,1026,cv,0.89,0,0
25347,2011,3,26,3,66,-9,1,1025,NE,1.79,0,0
1964,2011,3,26,4,78,-10,3,1025,SE,1.79,0,0
15523,2011,3,26,5,76,-9,2,1026,cv,0.89,0,0
6551,2011,3,26,6,85,-7,2,1026,SE,1.79,0,0
38055,2011,3,26,7,126,-8,2,1027,cv,0.89,0,0
3801,2011,3,26,8,145,-7,5,1027,SE,1.79,0,0
31881,2011,3,26,9,178,-8,7,1027,SE,3.58,0,0
14089,2011,3,26,10,157,-10,9,1027,cv,1.79,0,0
25080,2011,3,26,11,130,-12,11,1026,NW,3.13,0,0
29746,2011,3,26,12,60,-12,11,1026,NW,4.92,0,0
24251,2011,3,26,13,38,-11,13,1025,NE,3.13,0,0
24011,2011,3,26,14,39,-13,15,1024,NW,3.13,0,0
7072,2011,3,26,15,36,-12,15,1024,cv,1.79,0,0
43325,2011,3,26,16,29,-13,15,1024,cv,5.81,0,0
23032,2011,3,26,17,23,-13,15,1023,NW,4.02,0,0
40653,2011,3,26,18,11,-13,11,1024,NW,5.81,0,0
26429,2011,3,26,19,12,-13,12,1024,NW,8.94,0,0
16641,2011,3,26,20,16,-12,11,1025,NW,12.07,0,0
38106,2011,3,26,21,12,-14,8,1026,NW,16.99,0,0
19299,2011,3,26,22,13,-17,10,1027,NW,21.91,0,0
40226,2011,3,26,23,11,-17,10,1027,NW,27.72,0,0
20461,2011,3,27,0,20,-16,9,1027,NW,32.64,0,0
19598,2011,3,27,1,6,-16,9,1027,NW,38.45,0,0
1938,2011,3,27,2,20,-15,8,1026,NW,44.26,0,0
3516,2011,3,27,3,13,-15,8,1026,NW,49.18,0,0
7944,2011,3,27,4,16,-16,8,1026,NW,54.99,0,0
8748,2011,3,27,5,12,-16,7,1025,NW,60.8,0,0
26580,2011,3,27,6,17,-16,7,1026,NW,67.95,0,0
32144,2011,3,27,7,27,-16,8,1026,NW,72.87,0,0
38640,2011,3,27,8,21,-16,10,1026,NW,80.92,0,0
28922,2011,3,27,9,20,-15,12,1026,NW,88.97,0,0
21821,2011,3,27,10,26,-15,11,1026,NW,97.02,0,0
39816,2011,3,27,11,27,-15,13,1026,NW,104.17,0,0
33291,2011,3,27,12,29,-13,16,1024,NW,111.32,0,0
22402,2011,3,27,13,25,-14,16,1023,NW,117.13,0,0
12752,2011,3,27,14,16,-13,18,1022,cv,3.13,0,0
33992,2011,3,27,15,23,-14,18,1020,cv,6.26,0,0
40379,2011,3,27,16,21,-13,18,1020,SE,3.13,0,0
6872,2011,3,27,17,13,-13,16,1020,SE,4.92,0,0
43073,2011,3,27,18,13,-13,14,1020,SE,5.81,0,0
34721,2011,3,27,19,17,-14,13,1021,SE,7.6,0,0
29906,2011,3,27,20,50,-13,14,1022,SE,10.73,0,0
29688,2011,3,27,21,22,-12,9,1023,NW,3.13,0,0
8408,2011,3,27,22,22,-5,9,1024,SE,4.92,0,0
30364,2011,3,27,23,69,-8,8,1025,SE,9.84,0,0
10426,2011,3,28,0,43,-9,8,1025,SE,14.76,0,0
915,2011,3,28,1,40,-9,7,1026,SE,18.78,0,0
21347,2011,3,28,2,38,-9,6,1026,SE,21.91,0,0
16458,2011,3,28,3,37,-10,5,1027,NE,1.79,0,0
32863,2011,3,28,4,39,-10,4,1027,NE,2.68,0,0
40664,2011,3,28,5,45,-9,2,1027,NW,1.79,0,0
36868,2011,3,28,6,50,-9,2,1028,NW,4.92,0,0
29962,2011,3,28,7,44,-8,3,1029,NW,6.71,0,0
25806,2011,3,28,8,58,-9,8,1029,NW,8.5,0,0
14475,2011,3,28,9,48,-9,10,1029,NW,10.29,0,0
706,2011,3,28,10,48,-9,11,1030,NW,12.08,0,0
13559,2011,3,28,11,39,-9,11,1029,NW,13.87,0,0
27061,2011,3,28,12,44,-9,14,1028,SE,3.13,0,0
25969,2011,3,28,13,36,-10,14,1027,cv,1.79,0,0
28174,2011,3,28,14,36,-11,14,1026,cv,3.58,0,0
36304,2011,3,28,15,38,-10,15,1026,cv,5.37,0,0
10872,2011,3,28,16,43,-10,15,1025,cv,7.16,0,0
35530,2011,3,28,17,35,-11,14,1025,SE,1.79,0,0
28854,2011,3,28,18,42,-10,13,1025,SE,4.92,0,0
2969,2011,3,28,19,51,-9,12,1026,SE,8.05,0,0
27227,2011,3,28,20,60,-3,9,1027,SE,12.97,0,0
5447,2011,3,28,21,65,-3,8,1027,SE,16.99,0,0
5091,2011,3,28,22,61,-3,7,1028,SE,21.01,0,0
8003,2011,3,28,23,56,-3,6,1028,SE,24.14,0,0
1171,2011,3,29,0,69,-3,5,1028,SE,25.93,0,0
40786,2011,3,29,1,76,-3,4,1028,SE,27.72,0,0
3443,2011,3,29,2,58,-3,3,1028,cv,0.89,0,0
15887,2011,3,29,3,64,-4,2,1027,SE,0.89,0,0
8297,2011,3,29,4,79,-3,2,1027,cv,0.45,0,0
19953,2011,3,29,5,100,-3,2,1027,cv,1.34,0,0
27432,2011,3,29,6,128,-3,1,1027,NE,0.89,0,0
8254,2011,3,29,7,110,-2,1,1028,cv,0.89,0,0
30649,2011,3,29,8,116,-3,6,1028,NW,3.13,0,0
27529,2011,3,29,9,97,-3,8,1028,NW,7.15,0,0
9137,2011,3,29,10,99,-3,10,1027,NW,8.94,0,0
26889,2011,3,29,11,107,-3,12,1026,cv,1.79,0,0
8180,2011,3,29,12,101,-4,15,1025,NW,1.79,0,0
36803,2011,3,29,13,94,-4,19,1024,cv,1.79,0,0
43538,2011,3,29,14,70,-10,21,1022,cv,3.58,0,0
37732,2011,3,29,15,49,-10,21,1022,SE,4.02,0,0
3927,2011,3,29,16,59,-10,21,1021,SE,7.15,0,0
43332,2011,3,29,17,60,-11,20,1021,SE,11.17,0,0
31050,2011,3,29,18,51,-10,19,1021,SE,14.3,0,0
2482,2011,3,29,19,55,-10,18,1021,SE,17.43,0,0
32696,2011,3,29,20,73,-11,17,1021,SE,21.45,0,0
32175,2011,3,29,21,70,-10,15,1022,SE,25.47,0,0
41566,2011,3,29,22,67,-9,15,1022,SE,29.49,0,0
23101,2011,3,29,23,64,-8,11,1022,NE,0.89,0,0
23204,2011,3,30,0,75,-6,8,1022,cv,0.89,0,0
38467,2011,3,30,1,87,-6,7,1022,cv,1.34,0,0
11726,2011,3,30,2,96,-6,4,1021,NW,1.79,0,0
16380,2011,3,30,3,103,-5,4,1021,cv,0.89,0,0
281,2011,3,30,4,115,-4,4,1021,NW,0.89,0,0
31138,2011,3,30,5,112,-6,2,1021,NW,2.68,0,0
23133,2011,3,30,6,95,-5,3,1022,NW,3.57,0,0
31799,2011,3,30,7,87,-5,7,1023,cv,0.89,0,0
3136,2011,3,30,8,95,-5,9,1023,cv,1.78,0,0
10312,2011,3,30,9,123,-5,11,1023,SE,1.79,0,0
32304,2011,3,30,10,136,-5,14,1023,cv,0.89,0,0
15041,2011,3,30,11,143,-4,16,1022,cv,2.68,0,0
23058,2011,3,30,12,152,-4,19,1021,cv,4.47,0,0
19860,2011,3,30,13,132,-6,21,1020,SE,4.02,0,0
34899,2011,3,30,14,104,-8,22,1019,SE,9.83,0,0
6150,2011,3,30,15,84,-8,23,1018,SE,14.75,0,0
9068,2011,3,30,16,66,-8,22,1017,SE,20.56,0,0
34315,2011,3,30,17,50,-10,21,1016,SE,27.71,0,0
37049,2011,3,30,18,57,-10,19,1016,SE,30.84,0,0
20204,2011,3,30,19,77,-9,15,1016,SE,33.97,0,0
35184,2011,3,30,20,,-4,15,1017,cv,0.89,0,0
2268,2011,3,30,21,,-5,14,1017,SE,1.79,0,0
42489,2011,3,30,22,,-3,13,1017,SE,4.92,0,0
13081,2011,3,30,23,,-3,10,1017,SE,6.71,0,0
11162,2011,3,31,0,148,-3,12,1017,SE,8.5,0,0
42949,2011,3,31,1,,-2,10,1017,SE,11.63,0,0
30863,2011,3,31,2,,-1,8,1016,SE,12.52,0,0
1219,2011,3,31,3,,-2,7,1016,NE,0.89,0,0
22266,2011,3,31,4,,-1,7,1016,cv,0.89,0,0
43624,2011,3,31,5,,-1,6,1016,SE,0.89,0,0
41259,2011,3,31,6,,-1,6,1016,cv,0.89,0,0
35942,2011,3,31,7,,0,5,1017,NW,0.89,0,0
8368,2011,3,31,8,,1,10,1017,cv,0.89,0,0
29892,2011,3,31,9,204,1,12,1017,cv,1.78,0,0
35359,2011,3,31,10,212,2,14,1017,SE,1.79,0,0
41015,2011,3,31,11,,2,18,1016,cv,1.79,0,0
30646,2011,3,31,12,,2,18,1015,SE,1.79,0,0
7946,2011,3,31,13,,2,20,1015,SE,4.92,0,0
2049,2011,3,31,14,,2,21,1014,SE,8.05,0,0
28043,2011,3,31,15,188,3,22,1013,cv,1.79,0,0
21838,2011,3,31,16,179,3,21,1012,SE,3.13,0,0
23786,2011,3,31,17,166,3,20,1012,SE,6.26,0,0
19369,2011,3,31,18,168,3,19,1013,cv,0.89,0,0
4792,2011,3,31,19,,4,17,1013,cv,1.78,0,0
41214,2011,3,31,20,,4,14,1014,NE,0.89,0,0
40503,2011,3,31,21,295,4,12,1015,cv,0.89,0,0
18661,2011,3,31,22,328,3,14,1016,NE,3.13,0,0
25770,2011,3,31,23,287,3,14,1016,NE,6.26,0,0
5893,2011,4,1,0,,2,15,1017,NE,10.28,0,0
2185,2011,4,1,1,222,1,15,1017,NE,15.2,0,0
31802,2011,4,1,2,147,-3,15,1018,NE,21.01,0,0
6685,2011,4,1,3,51,-4,14,1019,NE,26.82,0,0
1846,2011,4,1,4,23,-5,13,1021,NE,36.65,0,0
26107,2011,4,1,5,19,-5,12,1022,NE,44.7,0,0
2885,2011,4,1,6,18,-6,11,1023,NE,52.75,0,0
25936,2011,4,1,7,15,-8,11,1025,NE,60.8,0,0
18582,2011,4,1,8,18,-9,10,1026,NE,69.74,0,0
32061,2011,4,1,9,25,-10,10,1027,NE,77.79,0,0
9438,2011,4,1,10,17,-11,10,1028,NE,85.84,0,0
13836,2011,4,1,11,18,-13,11,1028,NE,91.65,0,0
10159,2011,4,1,12,20,-15,11,1028,NE,97.46,0,0
22442,2011,4,1,13,17,-16,11,1028,NE,102.38,0,0
5049,2011,4,1,14,15,-16,11,1027,NE,107.3,0,0
4616,2011,4,1,15,16,-10,11,1027,NW,7.15,0,0
39538,2011,4,1,16,23,-7,10,1028,NW,12.07,0,0
35438,2011,4,1,17,34,-5,9,1028,NW,17.88,0,0
19001,2011,4,1,18,19,-3,7,1029,NE,3.13,0,1
35195,2011,4,1,19,25,1,6,1030,NW,3.13,0,2
17269,2011,4,1,20,33,2,5,1030,SE,7.15,0,3
31891,2011,4,1,21,36,3,5,1031,NW,3.13,0,4
12303,2011,4,1,22,33,3,5,1032,SE,4.02,0,5
33908,2011,4,1,23,23,2,4,1032,cv,0.89,0,6
22373,2011,4,2,0,,1,4,1032,cv,1.78,0,7
5590,2011,4,2,1,30,2,4,1032,NW,4.02,0,0
36269,2011,4,2,2,48,3,4,1031,NW,8.04,0,0
41224,2011,4,2,3,44,2,4,1031,NW,11.17,0,0
3168,2011,4,2,4,56,2,4,1031,NW,15.19,0,0
18527,2011,4,2,5,46,2,4,1031,NW,18.32,0,0
40031,2011,4,2,6,32,1,3,1031,NW,21.45,0,0
21211,2011,4,2,7,54,2,4,1032,NW,24.58,0,0
6993,2011,4,2,8,89,3,6,1032,NW,27.71,0,0
34745,2011,4,2,9,79,-1,8,1032,NW,31.73,0,0
43602,2011,4,2,10,45,-6,10,1032,cv,1.79,0,0
38841,2011,4,2,11,68,-6,11,1031,cv,3.58,0,0
18284,2011,4,2,12,158,-8,11,1030,cv,6.71,0,0
7148,2011,4,2,13,178,-12,13,1029,cv,8.5,0,0
38665,2011,4,2,14,63,-13,13,1028,cv,11.63,0,0
23489,2011,4,2,15,108,-12,13,1026,cv,13.42,0,0
16237,2011,4,2,16,92,-12,14,1026,cv,15.21,0,0
15712,2011,4,2,17,127,-10,14,1025,SE,3.13,0,0
12403,2011,4,2,18,11,-10,12,1025,SE,6.26,0,0
26738,2011,4,2,19,5,-7,11,1025,SE,10.28,0,0
35690,2011,4,2,20,24,-2,10,1026,SE,15.2,0,0
23251,2011,4,2,21,5,-2,9,1026,SE,19.22,0,0
11539,2011,4,2,22,5,-2,9,1026,SE,23.24,0,0
30022,2011,4,2,23,55,-1,8,1026,SE,27.26,0,0
16299,2011,4,3,0,79,-1,7,1027,cv,1.79,0,0
40482,2011,4,3,1,124,0,4,1027,SE,0.89,0,0
6218,2011,4,3,2,143,-1,4,1027,NE,0.89,0,0
42520,2011,4,3,3,186,-1,2,1027,NW,3.13,0,0
5721,2011,4,3,4,167,-2,3,1027,NW,4.92,0,0
40592,2011,4,3,5,184,-2,2,1027,NW,6.71,0,0
23746,2011,4,3,6,172,-5,0,1027,NW,9.84,0,0
29013,2011,4,3,7,149,-5,3,1028,NW,13.86,0,0
3965,2011,4,3,8,156,-7,8,1028,NW,16.99,0,0
23631,2011,4,3,9,144,-10,11,1028,NW,21.01,0,0
21837,2011,4,3,10,135,-10,13,1028,NW,25.03,0,0
845,2011,4,3,11,94,-12,15,1027,NW,29.05,0,0
20280,2011,4,3,12,105,-14,17,1026,NW,32.18,0,0
1499,2011,4,3,13,50,-13,17,1024,cv,1.79,0,0
21294,2011,4,3,14,167,-13,18,1024,NW,4.02,0,0
26716,2011,4,3,15,138,-14,18,1022,NW,7.15,0,0
12388,2011,4,3,16,170,-13,19,1022,cv,1.79,0,0
8252,2011,4,3,17,89,-14,18,1021,SE,4.02,0,0
30262,2011,4,3,18,108,-13,17,1021,SE,8.04,0,0
4464,2011,4,3,19,,-12,16,1021,SE,12.96,0,0
43605,2011,4,3,20,,-10,15,1022,SE,17.88,0,0
31386,2011,4,3,21,,-9,14,1022,SE,21.9,0,0
28330,2011,4,3,22,,-8,13,1023,SE,25.92,0,0
7119,2011,4,3,23,86,-7,13,1023,SE,29.05,0,0
7841,2011,4,4,0,65,-7,11,1023,SE,32.18,0,0
38254,2011,4,4,1,88,-4,7,1023,cv,0.89,0,0
4900,2011,4,4,2,80,-3,6,1023,cv,1.34,0,0
43657,2011,4,4,3,125,-5,5,1023,NW,0.89,0,0
27379,2011,4,4,4,123,-5,4,1023,NW,1.78,0,0
25512,2011,4,4,5,151,-6,5,1023,NW,3.57,0,0
39647,2011,4,4,6,174,-5,3,1024,NW,4.46,0,0
3474,2011,4,4,7,241,-6,6,1025,NW,5.35,0,0
25073,2011,4,4,8,132,-9,10,1025,NW,7.14,0,0
1068,2011,4,4,9,159,-8,14,1025,cv,1.79,0,0
30478,2011,4,4,10,138,-8,16,1026,NW,1.79,0,0
22699,2011,4,4,11,177,-9,17,1025,NW,3.58,0,0
12039,2011,4,4,12,149,-8,20,1024,SE,3.13,0,0
26948,2011,4,4,13,192,-9,20,1023,SE,7.15,0,0
42537,2011,4,4,14,171,-9,21,1022,SE,11.17,0,0
23589,2011,4,4,15,211,-9,22,1021,SE,15.19,0,0
20440,2011,4,4,16,124,-11,21,1021,SE,21,0,0
29012,2011,4,4,17,170,-11,20,1020,SE,26.81,0,0
14203,2011,4,4,18,52,-12,18,1021,SE,31.73,0,0
34234,2011,4,4,19,22,-12,15,1021,SE,35.75,0,0
16892,2011,4,4,20,17,-10,13,1022,SE,39.77,0,0
3598,2011,4,4,21,54,-9,14,1022,SE,43.79,0,0
19154,2011,4,4,22,59,-8,13,1023,SE,47.81,0,0
4057,2011,4,4,23,150,-8,12,1023,SE,50.94,0,0
10084,2011,4,5,0,146,-7,11,1024,SE,54.07,0,0
43823,2011,4,5,1,154,-7,10,1024,SE,57.2,0,0
43024,2011,4,5,2,166,-7,8,1023,SE,58.99,0,0
38672,2011,4,5,3,164,-6,8,1023,SE,60.78,0,0
24248,2011,4,5,4,191,-6,7,1024,SE,62.57,0,0
20753,2011,4,5,5,152,-5,5,1023,SE,64.36,0,0
32266,2011,4,5,6,160,-5,3,1024,cv,0.89,0,0
3251,2011,4,5,7,254,-1,5,1024,SE,0.89,0,0
15638,2011,4,5,8,231,-3,11,1025,SE,2.68,0,0
603,2011,4,5,9,254,-4,14,1025,SE,4.47,0,0
21218,2011,4,5,10,277,-5,17,1025,SE,10.28,0,0
14648,2011,4,5,11,207,-4,17,1025,SE,18.33,0,0
2026,2011,4,5,12,218,-4,18,1024,SE,25.48,0,0
37541,2011,4,5,13,264,-5,18,1023,SE,30.4,0,0
32344,2011,4,5,14,227,-7,18,1022,SE,38.45,0,0
32066,2011,4,5,15,188,-5,18,1020,SE,45.6,0,0
26300,2011,4,5,16,253,-4,18,1019,SE,52.75,0,0
22942,2011,4,5,17,227,-5,17,1019,SE,57.67,0,0
13140,2011,4,5,18,166,-5,16,1019,SE,62.59,0,0
34396,2011,4,5,19,143,-5,15,1018,SE,65.72,0,0
41955,2011,4,5,20,184,-4,15,1019,SE,67.51,0,0
30102,2011,4,5,21,246,-4,15,1019,SE,71.53,0,0
31076,2011,4,5,22,279,-4,14,1019,SE,75.55,0,0
36827,2011,4,5,23,233,-3,13,1019,SE,77.34,0,0
40669,2011,4,6,0,220,-3,12,1019,SE,80.47,0,0
1860,2011,4,6,1,190,0,12,1019,SE,83.6,0,0
3440,2011,4,6,2,196,-3,13,1018,SE,89.41,0,0
1894,2011,4,6,3,96,-3,14,1019,SE,94.33,0,0
24879,2011,4,6,4,103,1,12,1018,SE,100.14,0,1
40520,2011,4,6,5,94,1,11,1017,cv,0.89,0,2
28460,2011,4,6,6,120,1,10,1017,cv,1.78,0,0
25783,2011,4,6,7,77,2,10,1017,SE,0.89,0,0
40793,2011,4,6,8,158,2,11,1017,SE,1.78,0,0
3453,2011,4,6,9,169,2,13,1017,SE,4.91,0,0
21562,2011,4,6,10,,2,14,1017,SE,9.83,0,0
13971,2011,4,6,11,,2,14,1017,SE,15.64,0,0
25632,2011,4,6,12,,3,15,1016,SE,20.56,0,0
18835,2011,4,6,13,,4,16,1015,SE,25.48,0,0
13741,2011,4,6,14,,3,17,1015,SE,30.4,0,0
10489,2011,4,6,15,,3,18,1014,SE,34.42,0,0
29413,2011,4,6,16,,3,17,1013,SE,39.34,0,0
30581,2011,4,6,17,,3,17,1013,SE,44.26,0,0
27463,2011,4,6,18,,4,15,1013,SE,48.28,0,0
1870,2011,4,6,19,,4,13,1014,SE,52.3,0,0
39991,2011,4,6,20,,4,14,1014,SE,54.09,0,0
37162,2011,4,6,21,,4,12,1015,SE,55.88,0,0
34406,2011,4,6,22,,4,11,1015,SE,57.67,0,0
2241,2011,4,6,23,,4,11,1015,SE,59.46,0,0
38606,2011,4,7,0,,4,11,1015,SE,61.25,0,0
9,2011,4,7,1,,4,10,1015,SE,63.04,0,0
19072,2011,4,7,2,,4,9,1015,NE,1.79,0,0
8080,2011,4,7,3,,5,9,1015,SE,1.79,0,0
20658,2011,4,7,4,,5,9,1016,NW,1.79,0,0
15196,2011,4,7,5,,5,8,1016,cv,0.89,0,0
38823,2011,4,7,6,,6,9,1016,NW,3.13,0,0
35489,2011,4,7,7,,3,12,1018,NW,8.94,0,0
38674,2011,4,7,8,,-2,13,1019,NW,14.75,0,0
37322,2011,4,7,9,,-9,14,1019,NW,22.8,0,0
32327,2011,4,7,10,,-8,15,1020,NW,29.95,0,0
17427,2011,4,7,11,,-11,17,1019,NW,37.1,0,0
33257,2011,4,7,12,,-13,18,1018,NW,45.15,0,0
21922,2011,4,7,13,,-13,18,1017,NW,50.96,0,0
14511,2011,4,7,14,,-13,20,1017,NW,60.79,0,0
41097,2011,4,7,15,,-14,20,1016,NW,72.86,0,0
2731,2011,4,7,16,,-14,19,1016,NW,84.04,0,0
28583,2011,4,7,17,,-14,18,1017,NW,96.11,0,0
31313,2011,4,7,18,,-15,17,1018,NW,105.05,0,0
5844,2011,4,7,19,,-14,16,1019,NW,113.99,0,0
42362,2011,4,7,20,,-14,15,1021,NW,121.14,0,0
33991,2011,4,7,21,,-14,12,1022,NW,126.06,0,0
27975,2011,4,7,22,,-13,11,1022,NW,129.19,0,0
11225,2011,4,7,23,,-13,10,1023,NW,130.98,0,0
43431,2011,4,8,0,,-13,8,1023,NW,132.77,0,0
20656,2011,4,8,1,,-10,6,1023,cv,0.89,0,0
3282,2011,4,8,2,,-10,8,1022,NW,0.89,0,0
5042,2011,4,8,3,,-9,5,1022,cv,0.89,0,0
3482,2011,4,8,4,,-8,4,1022,NE,0.89,0,0
26699,2011,4,8,5,,-5,3,1022,cv,0.89,0,0
11767,2011,4,8,6,,-9,3,1022,NW,0.89,0,0
6336,2011,4,8,7,,-8,7,1023,cv,0.89,0,0
10071,2011,4,8,8,,-11,11,1023,NW,1.79,0,0
13738,2011,4,8,9,,-10,14,1023,cv,0.89,0,0
34702,2011,4,8,10,,-12,18,1021,SE,7.15,0,0
24717,2011,4,8,11,,-12,18,1021,SE,14.3,0,0
42156,2011,4,8,12,,-12,19,1019,SE,21.45,0,0
15795,2011,4,8,13,,-12,20,1018,SE,27.26,0,0
4014,2011,4,8,14,24,-11,20,1017,SE,32.18,0,0
16781,2011,4,8,15,27,-11,20,1015,SE,36.2,0,0
41218,2011,4,8,16,39,-10,20,1014,SE,42.01,0,0
11078,2011,4,8,17,,-11,19,1014,SE,49.16,0,0
14562,2011,4,8,18,,-10,18,1014,SE,56.31,0,0
10729,2011,4,8,19,,-10,16,1014,SE,61.23,0,0
739,2011,4,8,20,,-9,14,1015,SE,64.36,0,0
7301,2011,4,8,21,,-7,15,1015,SE,67.49,0,0
26505,2011,4,8,22,,-6,16,1015,SE,72.41,0,0
32547,2011,4,8,23,,-6,16,1015,SE,77.33,0,0
7064,2011,4,9,0,69,-6,13,1014,SE,79.12,0,0
29952,2011,4,9,1,,-4,9,1014,SE,82.25,0,0
20687,2011,4,9,2,,-3,10,1013,cv,0.89,0,0
7462,2011,4,9,3,,-3,9,1013,cv,1.78,0,0
28756,2011,4,9,4,,-3,7,1013,cv,2.67,0,0
2776,2011,4,9,5,,-4,6,1013,cv,3.56,0,0
14906,2011,4,9,6,,-3,6,1013,cv,4.45,0,0
27784,2011,4,9,7,,-2,7,1014,NW,0.89,0,0
19615,2011,4,9,8,,-3,12,1014,NE,1.79,0,0
38285,2011,4,9,9,,-3,15,1014,cv,0.89,0,0
32937,2011,4,9,10,,-2,17,1014,cv,1.78,0,0
39773,2011,4,9,11,105,-3,19,1013,SE,1.79,0,0
40930,2011,4,9,12,103,-4,22,1012,SE,4.92,0,0
36118,2011,4,9,13,105,-5,25,1011,SE,8.05,0,0
22546,2011,4,9,14,107,-8,26,1010,SE,12.07,0,0
17514,2011,4,9,15,105,-7,26,1009,SE,15.2,0,0
11484,2011,4,9,16,102,-7,25,1008,SE,18.33,0,0
27554,2011,4,9,17,102,-8,24,1008,SE,22.35,0,0
29307,2011,4,9,18,100,-7,23,1008,SE,26.37,0,0
31716,2011,4,9,19,109,-6,23,1009,NW,1.79,0,0
4909,2011,4,9,20,107,-5,21,1011,NW,4.92,0,0
17739,2011,4,9,21,77,-4,21,1012,NE,3.13,0,0
24971,2011,4,9,22,80,-3,20,1013,NE,8.94,0,0
2787,2011,4,9,23,82,-6,18,1014,NE,16.99,0,0
15094,2011,4,10,0,,-5,15,1016,NE,28.17,0,0
40036,2011,4,10,1,50,-3,13,1018,NE,37.11,0,0
40670,2011,4,10,2,39,-2,12,1019,NE,44.26,0,0
18821,2011,4,10,3,24,-4,11,1019,NE,52.31,0,0
19809,2011,4,10,4,28,-12,11,1020,NE,59.46,0,0
28674,2011,4,10,5,14,-15,11,1022,NW,4.02,0,0
11015,2011,4,10,6,13,-16,11,1023,NW,8.94,0,0
18878,2011,4,10,7,11,-17,11,1024,NW,12.96,0,0
9564,2011,4,10,8,17,-17,12,1025,NW,17.88,0,0
38854,2011,4,10,9,15,-18,13,1025,NW,25.03,0,0
26853,2011,4,10,10,8,-17,14,1025,NE,4.02,0,0
24587,2011,4,10,11,10,-17,15,1025,cv,3.13,0,0
17204,2011,4,10,12,12,-17,16,1024,NE,3.13,0,0
7193,2011,4,10,13,12,-18,17,1023,cv,1.79,0,0
29611,2011,4,10,14,13,-16,19,1022,cv,4.92,0,0
41672,2011,4,10,15,14,-18,19,1021,NW,7.15,0,0
38742,2011,4,10,16,11,-19,19,1020,NW,14.3,0,0
25804,2011,4,10,17,10,-19,19,1020,NW,23.24,0,0
21309,2011,4,10,18,10,-20,18,1020,NW,32.18,0,0
10347,2011,4,10,19,11,-20,16,1020,NW,37.99,0,0
5586,2011,4,10,20,17,-19,13,1021,NW,42.01,0,0
