,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
13208,2014,9,12,4,82.0,19,20.0,1014.0,NW,1.79,0,1
13209,2011,2,10,12,81.0,-4,-3.0,1028.0,SE,75.56,14,0
13210,2014,6,27,18,13.0,10,32.0,1005.0,SE,8.05,0,0
13211,2013,6,30,3,189.0,21,22.0,1004.0,SE,0.89,0,0
13212,2014,2,7,9,105.0,-7,-5.0,1029.0,SE,33.98,4,0
13213,2012,1,3,5,12.0,-19,-6.0,1032.0,NW,157.35,0,0
13214,2011,7,27,5,48.0,22,23.0,1001.0,NW,5.81,0,0
13215,2013,10,12,11,51.0,3,21.0,1020.0,NW,27.72,0,0
13216,2012,3,9,11,133.0,-6,1.0,1029.0,cv,1.79,0,0
13217,2011,6,4,23,22.0,10,20.0,1007.0,SE,1.79,0,0
13218,2011,11,18,21,91.0,5,8.0,1018.0,SE,27.28,0,1
13219,2011,1,21,18,102.0,-19,-2.0,1027.0,SE,1.79,0,0
13220,2010,1,17,2,205.0,-14,-11.0,1031.0,cv,1.34,0,0
13221,2013,10,3,18,59.0,11,19.0,1016.0,SE,4.02,0,0
13222,2011,9,21,4,37.0,7,10.0,1016.0,NW,6.71,0,0
13223,2012,4,4,0,18.0,-13,10.0,1011.0,SE,1.79,0,0
13224,2012,2,3,15,76.0,-25,4.0,1021.0,NW,25.03,0,0
13225,2012,9,17,12,23.0,5,26.0,1014.0,NE,4.02,0,0
13226,2013,8,13,22,96.0,24,28.0,1005.0,SE,3.13,0,0
13227,2013,5,24,17,76.0,16,22.0,1012.0,SE,8.94,0,0
13228,2013,2,20,6,104.0,-12,-9.0,1027.0,NE,1.79,0,0
13229,2011,3,7,7,16.0,-16,2.0,1026.0,NW,8.94,0,0
13230,2013,1,27,4,293.0,-11,-9.0,1029.0,NW,0.89,0,0
13231,2011,12,13,4,88.0,-3,-1.0,1027.0,NE,0.89,0,0
13232,2011,8,12,10,112.0,23,30.0,1004.0,SE,1.79,0,0
13233,2011,2,11,17,12.0,-17,-2.0,1031.0,NW,101.48,0,0
13234,2012,11,25,19,20.0,-17,4.0,1022.0,NW,61.69,0,0
13235,2010,9,3,17,79.0,18,26.0,1012.0,cv,2.67,0,0
13236,2011,4,18,20,32.0,-6,15.0,1016.0,SE,2.68,0,0
13237,2010,7,18,0,219.0,22,26.0,1006.0,SE,31.3,0,0
13238,2012,3,2,9,121.0,0,0.0,1028.0,SE,33.98,6,0
13239,2012,11,4,21,29.0,-1,5.0,1017.0,NW,244.55,0,0
13240,2012,11,25,11,109.0,-8,6.0,1020.0,NW,13.86,0,0
13241,2014,1,25,13,15.0,-22,6.0,1027.0,NE,20.56,0,0
13242,2012,2,23,6,11.0,-15,-3.0,1027.0,NE,9.84,0,0
13243,2013,9,25,8,23.0,-1,14.0,1023.0,NE,1.79,0,0
13244,2010,6,27,5,94.0,15,22.0,1006.0,cv,0.45,0,0
13245,2014,4,24,7,109.0,11,16.0,1014.0,SE,30.85,0,0
13246,2013,11,3,7,14.0,-3,12.0,1022.0,NW,5.81,0,0
13247,2012,9,23,2,129.0,15,17.0,1012.0,cv,0.89,0,0
13248,2014,12,6,1,150.0,-15,-8.0,1027.0,NW,1.79,0,0
13249,2012,7,2,6,27.0,16,23.0,1000.0,cv,0.89,0,0
13250,2012,3,14,17,77.0,-16,11.0,1024.0,SE,16.09,0,0
13251,2014,9,2,2,59.0,20,20.0,1011.0,cv,2.67,0,2
13252,2011,5,18,21,27.0,8,23.0,1004.0,NW,36.64,0,0
13253,2013,1,14,10,257.0,-7,-4.0,1028.0,SE,1.79,0,0
13254,2012,12,20,18,276.0,-7,-3.0,1028.0,SE,1.79,0,0
13255,2011,8,24,5,,19,20.0,1012.0,cv,0.45,0,0
13256,2014,4,24,19,100.0,12,23.0,1014.0,SE,27.27,0,0
13257,2012,1,15,7,,-15,-9.0,1025.0,NW,1.79,0,0
13258,2010,1,20,0,364.0,-2,0.0,1021.0,NW,14.76,0,0
13259,2014,4,5,16,10.0,-18,19.0,1019.0,SE,3.13,0,0
13260,2013,10,2,20,27.0,4,15.0,1018.0,cv,0.89,0,0
13261,2013,1,20,16,110.0,-4,-1.0,1029.0,cv,2.67,0,0
13262,2011,3,19,11,,-8,10.0,1020.0,SE,5.37,0,0
13263,2010,5,24,10,30.0,7,28.0,1004.0,NW,25.04,0,0
13264,2011,1,19,12,21.0,-21,-2.0,1032.0,NW,18.77,0,0
13265,2013,8,15,2,66.0,23,27.0,1003.0,SE,46.95,0,0
13266,2010,3,30,20,,7,8.0,1015.0,SE,0.89,0,10
13267,2012,12,28,18,269.0,-11,-5.0,1027.0,NW,51.41,1,0
13268,2010,3,8,10,29.0,-6,-4.0,1041.0,SE,24.6,9,0
13269,2013,7,16,21,34.0,16,27.0,1003.0,SE,6.26,0,0
13270,2014,8,3,19,52.0,24,29.0,1000.0,cv,1.78,0,0
13271,2010,4,12,8,33.0,3,7.0,1017.0,NW,17.0,0,0
13272,2014,1,1,13,28.0,-18,11.0,1014.0,NW,55.88,0,0
13273,2011,5,19,10,8.0,0,21.0,1012.0,NE,7.15,0,0
13274,2011,8,20,13,92.0,20,31.0,1012.0,SE,3.58,0,0
13275,2011,9,8,2,64.0,17,21.0,1009.0,NW,9.83,0,0
13276,2011,10,5,0,,11,15.0,1016.0,SE,3.58,0,0
13277,2010,11,29,6,154.0,-8,-4.0,1020.0,NW,4.47,0,0
13278,2013,3,24,18,21.0,-15,8.0,1018.0,SE,11.17,0,0
13279,2011,11,3,15,54.0,5,15.0,1025.0,SE,1.79,0,0
13280,2010,4,13,13,13.0,-22,10.0,1027.0,NW,251.23,0,0
13281,2010,4,21,22,44.0,4,10.0,1023.0,NE,11.18,0,1
13282,2011,5,21,14,15.0,-6,26.0,1012.0,NW,70.19,0,0
13283,2012,7,6,4,55.0,20,22.0,1003.0,NW,0.89,0,0
13284,2013,7,1,19,156.0,22,25.0,997.0,NE,3.13,0,0
13285,2011,12,18,13,38.0,-20,2.0,1032.0,cv,0.89,0,0
13286,2011,11,28,11,138.0,-5,10.0,1026.0,NE,9.83,0,0
13287,2012,10,25,20,338.0,10,11.0,1018.0,cv,2.68,0,0
13288,2011,4,23,9,,6,13.0,1014.0,NW,4.92,0,0
13289,2011,12,28,20,228.0,-6,-3.0,1034.0,SE,22.35,0,0
13290,2013,6,20,4,105.0,19,25.0,1005.0,cv,0.89,0,0
13291,2010,8,22,7,11.0,16,19.0,1013.0,NE,3.13,0,0
13292,2011,7,28,8,226.0,24,26.0,1005.0,SE,54.98,0,0
13293,2012,7,20,11,222.0,25,30.0,1005.0,SE,1.79,0,0
13294,2010,7,24,12,88.0,23,33.0,1011.0,SE,3.13,0,0
13295,2014,5,28,7,44.0,11,23.0,1004.0,cv,1.78,0,0
13296,2011,10,11,21,198.0,14,16.0,1022.0,SE,20.56,0,0
13297,2010,7,7,22,67.0,17,27.0,1007.0,SE,8.94,0,0
13298,2013,4,29,23,48.0,-13,23.0,1011.0,NW,106.4,0,0
13299,2014,2,3,14,6.0,-36,2.0,1025.0,NW,88.08,0,0
13300,2011,6,19,21,209.0,18,26.0,1006.0,SE,28.15,0,0
13301,2010,1,3,14,96.0,-11,-9.0,1020.0,SE,116.66,20,0
13302,2012,7,21,0,240.0,25,28.0,1004.0,SE,37.12,0,0
13303,2012,6,9,4,110.0,20,22.0,999.0,SE,62.58,0,0
13304,2010,3,22,7,102.0,-2,4.0,1011.0,SE,2.68,0,0
13305,2014,2,6,7,158.0,-13,-7.0,1030.0,cv,1.34,0,0
13306,2013,1,22,23,437.0,-6,-5.0,1024.0,cv,0.89,7,0
13307,2010,6,1,13,120.0,14,25.0,1015.0,SE,8.05,0,0
13308,2012,8,21,1,,11,23.0,1010.0,NW,14.31,0,0
13309,2014,3,14,1,19.0,-25,9.0,1020.0,NW,28.17,0,0
13310,2011,2,27,12,26.0,-3,-1.0,1029.0,NE,32.18,7,0
13311,2014,1,3,0,264.0,-9,0.0,1018.0,NW,7.15,0,0
13312,2010,6,26,19,127.0,15,29.0,1004.0,SE,16.54,0,0
13313,2014,10,21,20,67.0,2,8.0,1024.0,SE,0.89,0,0
13314,2011,4,13,8,169.0,5,16.0,1013.0,cv,0.89,0,0
13315,2014,4,22,2,106.0,3,10.0,1016.0,NW,1.79,0,0
13316,2012,9,24,10,56.0,15,23.0,1020.0,NW,1.79,0,0
13317,2010,6,11,21,93.0,16,22.0,1010.0,SE,20.57,0,0
13318,2013,2,7,22,20.0,-23,-8.0,1041.0,NE,15.2,0,0
13319,2014,3,23,19,155.0,-2,15.0,1019.0,SE,33.07,0,0
13320,2014,7,27,12,133.0,18,34.0,1009.0,SE,3.13,0,0
13321,2014,1,5,18,46.0,-15,1.0,1025.0,SE,6.71,0,0
13322,2014,12,19,22,12.0,-18,-2.0,1030.0,NW,169.42,0,0
13323,2014,5,22,1,152.0,15,23.0,1005.0,SE,33.09,0,0
13324,2014,6,8,4,24.0,13,17.0,1003.0,cv,2.67,0,0
13325,2013,7,15,12,66.0,24,25.0,998.0,SE,32.63,0,16
13326,2011,8,6,21,,22,24.0,1007.0,SE,55.42,0,0
13327,2010,6,26,8,205.0,18,24.0,1009.0,cv,1.78,0,0
13328,2012,7,8,7,184.0,24,26.0,1002.0,cv,2.67,0,0
13329,2012,1,25,23,156.0,-18,-7.0,1022.0,cv,0.89,0,0
13330,2012,5,8,23,77.0,9,18.0,1011.0,SE,19.67,0,0
13331,2014,10,11,1,303.0,15,15.0,1021.0,SE,2.68,0,0
13332,2011,4,18,14,11.0,-11,21.0,1016.0,NW,5.81,0,0
13333,2012,1,14,6,58.0,-15,-9.0,1026.0,NW,1.79,0,0
13334,2011,11,11,17,179.0,2,10.0,1014.0,SE,1.78,0,0
13335,2013,12,22,18,315.0,-13,-3.0,1031.0,SE,5.36,0,0
13336,2011,12,31,0,163.0,-10,-7.0,1030.0,NW,7.15,0,0
13337,2011,6,22,17,459.0,21,27.0,997.0,SE,8.95,0,0
13338,2012,11,5,12,28.0,-4,9.0,1020.0,NW,368.81,0,0
13339,2012,1,23,14,20.0,-24,-2.0,1026.0,NW,30.4,0,0
13340,2012,8,9,9,46.0,24,29.0,1008.0,cv,1.78,0,0
13341,2010,10,17,23,89.0,3,8.0,1029.0,cv,0.45,0,0
13342,2012,9,25,18,19.0,14,16.0,1019.0,NE,4.92,0,3
13343,2014,12,5,22,138.0,-16,-6.0,1026.0,NW,1.79,0,0
13344,2010,8,10,9,34.0,12,26.0,1008.0,NW,21.01,0,0
13345,2013,4,27,2,63.0,-1,14.0,1009.0,cv,0.89,0,0
13346,2010,2,12,3,16.0,-22,-7.0,1037.0,NE,22.79,0,0
13347,2010,6,4,8,82.0,13,21.0,1018.0,cv,2.67,0,0
13348,2010,6,12,18,96.0,17,28.0,1004.0,SE,15.19,0,0
13349,2010,5,12,19,38.0,4,21.0,1015.0,SE,26.83,0,0
13350,2013,11,30,23,26.0,-18,4.0,1026.0,cv,0.89,0,0
13351,2014,11,29,20,323.0,2,3.0,1020.0,NW,3.58,0,0
13352,2013,6,22,21,45.0,18,21.0,1007.0,SE,8.49,0,0
13353,2010,2,28,4,138.0,-6,-3.0,1019.0,cv,0.89,0,0
13354,2014,3,9,4,55.0,-11,-3.0,1025.0,SE,0.89,0,0
13355,2012,7,16,12,85.0,19,32.0,1008.0,SE,4.92,0,0
13356,2014,4,23,11,164.0,13,22.0,1011.0,SE,85.39,0,0
13357,2012,8,9,8,40.0,23,27.0,1008.0,cv,0.89,0,0
13358,2013,5,28,8,117.0,17,19.0,1005.0,cv,1.79,0,0
13359,2014,8,27,10,30.0,13,29.0,1014.0,cv,0.89,0,0
13360,2012,9,14,21,28.0,10,17.0,1018.0,SE,5.81,0,0
13361,2010,11,26,14,127.0,-12,4.0,1012.0,cv,0.89,0,0
13362,2014,5,30,4,113.0,11,22.0,1004.0,NW,3.58,0,0
13363,2011,12,9,22,19.0,-16,-3.0,1033.0,NW,87.62,0,0
13364,2012,1,11,7,32.0,-18,-12.0,1040.0,NW,1.79,0,0
13365,2014,4,13,6,151.0,2,8.0,1017.0,SE,0.89,0,0
13366,2010,3,29,8,208.0,-1,7.0,1025.0,SE,1.79,0,0
13367,2013,12,31,23,23.0,-20,7.0,1014.0,NW,137.67,0,0
13368,2010,6,8,7,,13,22.0,1015.0,SE,1.79,0,0
13369,2014,8,31,10,105.0,21,23.0,1013.0,NE,3.13,0,0
13370,2014,2,24,1,323.0,-5,2.0,1029.0,NW,0.89,0,0
13371,2011,12,24,2,11.0,-16,-1.0,1028.0,NW,30.84,0,0
13372,2010,8,19,5,88.0,21,22.0,1011.0,NW,9.84,0,0
13373,2013,3,9,16,19.0,-22,10.0,1015.0,NW,86.27,0,0
13374,2010,7,30,19,205.0,26,29.0,998.0,cv,0.89,0,0
13375,2013,2,5,3,52.0,-6,-3.0,1026.0,SE,25.48,0,0
13376,2010,2,11,18,19.0,-22,-3.0,1035.0,NE,8.05,0,0
13377,2012,5,22,4,75.0,16,20.0,1011.0,SE,2.68,0,0
13378,2010,11,7,20,9.0,-8,8.0,1022.0,NW,133.66,0,0
13379,2010,9,1,6,82.0,19,21.0,1013.0,cv,0.89,0,1
13380,2014,3,10,1,40.0,-7,-1.0,1028.0,SE,43.83,0,0
13381,2014,8,21,17,113.0,20,32.0,1005.0,SE,18.33,0,0
13382,2013,2,16,13,139.0,-7,2.0,1021.0,SE,1.79,0,0
13383,2013,6,23,14,33.0,14,31.0,1002.0,cv,4.92,0,0
13384,2010,12,24,6,24.0,-26,-13.0,1041.0,NE,4.02,0,0
13385,2011,12,12,18,82.0,-9,1.0,1029.0,SE,11.18,0,0
13386,2010,10,22,2,164.0,9,11.0,1021.0,cv,0.45,0,0
13387,2012,7,23,2,17.0,18,23.0,1003.0,NE,3.13,0,0
13388,2010,8,17,11,174.0,19,31.0,1008.0,SE,14.31,0,0
13389,2013,11,19,12,20.0,-19,6.0,1025.0,NW,3.58,0,0
13390,2011,11,4,22,102.0,6,14.0,1024.0,NW,10.73,0,1
13391,2010,7,16,21,116.0,23,28.0,1005.0,SE,25.48,0,1
13392,2012,7,19,9,132.0,23,26.0,1007.0,SE,10.74,0,0
13393,2014,6,6,22,10.0,14,17.0,1005.0,NW,1.79,0,0
13394,2011,1,25,21,23.0,-22,-7.0,1038.0,cv,0.89,0,0
13395,2014,5,26,11,16.0,1,32.0,1000.0,SE,13.85,0,0
13396,2013,11,5,9,162.0,0,10.0,1022.0,NW,1.79,0,0
13397,2014,8,12,20,29.0,18,26.0,1006.0,SE,0.89,0,0
13398,2014,12,15,19,9.0,-21,-3.0,1033.0,NW,141.26,0,0
13399,2011,11,13,13,9.0,-14,10.0,1025.0,SE,4.02,0,0
13400,2013,6,26,17,87.0,22,31.0,994.0,SE,29.51,0,0
13401,2010,1,12,8,16.0,-26,-14.0,1030.0,NW,16.98,0,0
13402,2012,9,4,11,7.0,4,25.0,1016.0,NW,29.06,0,0
13403,2011,5,2,22,21.0,-10,17.0,1013.0,NW,120.26,0,0
13404,2011,5,27,16,97.0,14,28.0,1009.0,SE,15.19,0,0
13405,2012,9,20,8,65.0,14,18.0,1014.0,NW,3.13,0,0
13406,2013,2,25,13,118.0,-3,-1.0,1028.0,cv,0.89,4,0
13407,2012,5,22,17,50.0,10,28.0,1007.0,SE,34.86,0,0
13408,2012,3,9,19,67.0,-14,2.0,1022.0,SE,33.97,0,0
13409,2011,6,29,10,275.0,22,26.0,1005.0,SE,6.71,0,0
13410,2013,8,31,4,39.0,11,15.0,1011.0,NW,6.26,0,0
13411,2012,7,29,17,,21,33.0,998.0,cv,0.89,0,0
13412,2013,6,20,11,,15,30.0,1007.0,NE,8.94,0,0
13413,2013,12,27,4,12.0,-23,-3.0,1033.0,NW,370.14,0,0
13414,2013,5,5,3,145.0,9,14.0,1016.0,cv,0.89,0,0
13415,2010,4,30,7,32.0,-6,14.0,1017.0,NW,201.17,0,0
13416,2010,9,29,8,,6,10.0,1024.0,NW,3.57,0,0
13417,2011,3,14,20,18.0,-17,8.0,1028.0,NW,128.3,0,0
13418,2013,5,10,23,46.0,2,24.0,999.0,SE,22.79,0,0
13419,2012,3,2,2,154.0,0,1.0,1026.0,SE,15.2,0,5
13420,2014,3,29,12,23.0,-1,21.0,1014.0,NW,4.92,0,0
13421,2013,12,25,17,36.0,-22,4.0,1026.0,NW,59.91,0,0
13422,2012,8,3,15,42.0,24,30.0,1006.0,SE,11.18,0,0
13423,2014,5,14,12,14.0,0,20.0,1007.0,NW,203.4,0,0
13424,2011,7,14,9,95.0,23,26.0,1006.0,SE,5.37,0,0
13425,2012,3,28,10,62.0,-6,16.0,1027.0,SE,5.81,0,0
13426,2013,7,26,14,56.0,20,25.0,1003.0,NW,4.92,0,0
13427,2013,4,8,20,10.0,-16,9.0,1015.0,NW,187.31,0,0
13428,2014,1,2,13,127.0,-9,7.0,1017.0,cv,2.67,0,0
13429,2014,11,22,9,31.0,-9,6.0,1029.0,NW,18.78,0,0
13430,2011,2,27,23,29.0,-8,-3.0,1028.0,NE,1.79,0,0
13431,2012,3,8,9,16.0,-20,-2.0,1032.0,NE,39.35,0,0
13432,2014,12,16,11,11.0,-19,-2.0,1031.0,NW,240.49,0,0
13433,2013,11,8,12,128.0,-3,12.0,1020.0,SE,1.79,0,0
13434,2014,5,3,1,55.0,6,10.0,1017.0,SE,0.89,0,0
13435,2010,7,12,17,184.0,21,25.0,1006.0,SE,3.58,0,0
13436,2011,11,6,5,78.0,7,8.0,1028.0,NE,2.68,0,0
13437,2012,9,30,5,22.0,5,8.0,1019.0,NW,3.13,0,0
13438,2010,2,18,4,80.0,-16,-10.0,1025.0,NE,0.89,0,0
13439,2014,3,6,18,17.0,-31,7.0,1027.0,NW,26.82,0,0
13440,2014,6,14,17,50.0,16,32.0,1004.0,SE,6.26,0,0
13441,2011,11,28,20,48.0,-3,4.0,1030.0,SE,30.4,0,0
13442,2011,1,12,7,62.0,-21,-13.0,1025.0,NW,8.94,0,0
13443,2012,11,14,15,26.0,-14,7.0,1024.0,NE,3.13,0,0
13444,2013,8,27,4,51.0,17,23.0,1008.0,SE,63.94,0,0
13445,2011,7,21,13,111.0,24,29.0,1003.0,cv,3.57,0,0
13446,2014,1,3,10,36.0,-16,7.0,1025.0,NW,14.3,0,0
13447,2014,10,16,2,27.0,0,5.0,1022.0,cv,0.89,0,0
13448,2012,7,4,11,81.0,18,30.0,1001.0,SE,3.13,0,0
13449,2014,11,15,6,87.0,-5,0.0,1029.0,NW,3.57,0,0
13450,2010,8,28,23,97.0,20,23.0,1010.0,SE,21.46,0,0
13451,2011,5,20,0,28.0,6,19.0,1010.0,SE,44.69,0,0
13452,2011,4,22,7,,7,8.0,1018.0,NW,1.79,0,0
13453,2011,4,25,22,83.0,8,12.0,1003.0,SE,36.66,0,0
13454,2013,8,12,14,53.0,21,29.0,1005.0,SE,45.61,0,0
13455,2013,3,18,15,19.0,-22,12.0,1007.0,NW,7.15,0,0
13456,2011,8,10,5,,20,23.0,1007.0,NW,12.52,0,0
13457,2013,5,16,15,79.0,8,26.0,1015.0,SE,12.97,0,0
13458,2011,1,16,22,73.0,-19,-9.0,1036.0,NW,0.89,0,0
13459,2010,2,9,13,39.0,-16,4.0,1024.0,cv,0.89,0,0
13460,2011,12,20,1,191.0,-15,-7.0,1032.0,NW,1.79,0,0
13461,2010,11,10,8,89.0,-3,-1.0,1019.0,NW,14.3,0,0
13462,2012,3,12,1,77.0,-16,-4.0,1030.0,SE,0.89,0,0
13463,2013,11,5,19,254.0,2,8.0,1019.0,cv,2.67,0,0
13464,2014,9,1,12,144.0,20,25.0,1013.0,SE,8.95,0,0
13465,2010,9,17,11,43.0,15,16.0,1013.0,NE,6.26,0,15
13466,2013,3,22,4,51.0,-5,2.0,1015.0,NW,8.04,0,0
13467,2013,4,27,7,55.0,3,13.0,1011.0,cv,1.78,0,0
13468,2010,11,23,20,235.0,-6,5.0,1019.0,NW,3.58,0,0
13469,2013,3,5,20,235.0,-7,6.0,1014.0,cv,2.23,0,0
13470,2012,8,13,7,,21,22.0,1010.0,NW,16.1,0,0
13471,2010,10,24,17,11.0,2,8.0,1026.0,NE,65.27,0,0
13472,2014,5,17,9,98.0,5,22.0,1015.0,cv,0.89,0,0
13473,2011,3,25,6,27.0,-16,3.0,1029.0,NW,8.04,0,0
13474,2013,1,7,17,133.0,-16,-3.0,1024.0,cv,2.23,0,0
13475,2012,12,30,10,16.0,-18,-3.0,1026.0,NW,58.1,0,0
13476,2011,3,17,21,,-8,7.0,1014.0,cv,0.89,0,0
13477,2012,5,22,10,,16,24.0,1011.0,cv,2.67,0,0
13478,2013,7,14,16,76.0,21,30.0,1006.0,SE,3.58,0,0
13479,2014,3,28,4,191.0,5,12.0,1007.0,NW,0.89,0,0
13480,2012,8,15,11,59.0,19,27.0,1007.0,NE,3.58,0,0
13481,2013,2,8,1,10.0,-23,-10.0,1040.0,NE,28.17,0,0
13482,2014,4,22,19,66.0,4,24.0,1009.0,SE,35.32,0,0
13483,2011,10,27,21,224.0,6,8.0,1024.0,cv,0.89,0,0
13484,2014,12,9,23,350.0,-7,-1.0,1030.0,NW,0.89,0,0
13485,2010,9,27,12,,-3,21.0,1017.0,NW,37.12,0,0
13486,2011,6,23,21,34.0,19,20.0,1003.0,SE,6.26,0,6
13487,2013,9,1,17,49.0,11,28.0,1011.0,SE,3.13,0,0
13488,2013,4,7,9,67.0,-2,7.0,1011.0,SE,58.56,0,0
13489,2014,7,25,10,49.0,18,31.0,1006.0,NW,19.22,0,0
13490,2012,5,31,1,67.0,5,16.0,1018.0,SE,1.79,0,0
13491,2014,12,12,17,9.0,-21,3.0,1026.0,NW,136.78,0,0
13492,2014,5,27,5,40.0,5,22.0,994.0,NW,8.05,0,0
13493,2011,7,31,21,,24,29.0,1003.0,SE,15.2,0,0
13494,2013,6,28,13,242.0,22,27.0,1001.0,SE,30.4,0,0
13495,2010,9,3,5,101.0,20,22.0,1014.0,cv,0.45,0,0
13496,2013,2,8,11,15.0,-23,-6.0,1038.0,SE,1.79,0,0
13497,2013,2,5,20,128.0,-6,-4.0,1024.0,SE,11.63,0,0
13498,2012,7,14,11,17.0,17,29.0,1005.0,NW,1.79,0,0
13499,2014,10,4,20,112.0,13,14.0,1021.0,SE,6.26,0,0
13500,2014,2,22,22,327.0,-3,3.0,1031.0,SE,8.94,0,0
13501,2010,4,20,19,76.0,0,16.0,1019.0,SE,10.28,0,0
13502,2012,9,11,6,123.0,19,20.0,1012.0,SE,0.89,0,0
13503,2012,6,23,20,205.0,22,26.0,1002.0,cv,0.89,0,0
13504,2012,10,3,16,9.0,2,24.0,1011.0,NE,4.92,0,0
13505,2010,6,2,12,,15,22.0,1017.0,cv,0.89,0,0
13506,2014,8,15,1,26.0,18,20.0,1006.0,cv,0.45,0,0
13507,2012,10,10,17,10.0,-6,20.0,1017.0,NW,33.99,0,0
13508,2014,3,3,19,237.0,-6,3.0,1021.0,NW,11.18,0,0
13509,2012,3,9,18,68.0,-15,4.0,1022.0,SE,29.95,0,0
13510,2012,8,5,1,43.0,24,25.0,1011.0,SE,0.89,0,0
13511,2014,9,10,12,74.0,16,27.0,1014.0,SE,3.58,0,0
13512,2011,12,2,16,281.0,-1,0.0,1022.0,SE,6.26,0,0
13513,2014,11,9,16,45.0,-5,15.0,1023.0,SE,9.39,0,0
13514,2013,2,4,18,29.0,-13,-2.0,1029.0,SE,2.68,0,0
13515,2012,12,13,9,214.0,-4,-2.0,1028.0,NW,12.08,0,0
13516,2010,2,23,12,148.0,-7,4.0,1007.0,cv,1.78,0,0
13517,2013,4,1,1,259.0,3,6.0,1015.0,NW,4.02,0,0
13518,2011,5,27,3,,13,14.0,1013.0,NW,0.89,0,0
13519,2010,7,18,20,148.0,24,29.0,1005.0,SE,29.05,0,0
13520,2011,11,28,9,127.0,-2,8.0,1026.0,NW,27.72,0,0
13521,2013,9,3,7,99.0,16,19.0,1017.0,NW,3.13,0,0
13522,2010,4,30,23,54.0,-3,18.0,1010.0,SE,39.35,0,0
13523,2010,7,12,14,188.0,22,24.0,1006.0,NE,1.79,0,0
13524,2012,12,28,22,249.0,-6,-6.0,1028.0,NW,61.25,5,0
13525,2014,11,26,16,330.0,0,7.0,1016.0,SE,1.79,0,0
13526,2013,7,19,18,94.0,22,29.0,1001.0,SE,12.97,0,0
13527,2012,9,7,13,60.0,18,24.0,1014.0,SE,3.13,0,0
13528,2011,12,3,18,99.0,-10,1.0,1026.0,SE,3.58,0,0
13529,2014,5,30,3,102.0,13,23.0,1003.0,NW,1.79,0,0
13530,2013,9,16,11,62.0,13,23.0,1012.0,cv,0.89,0,0
13531,2014,8,11,15,10.0,10,34.0,1003.0,SE,1.79,0,0
13532,2013,4,13,21,10.0,-9,14.0,1009.0,NW,81.35,0,0
13533,2014,11,30,3,194.0,3,4.0,1021.0,NW,3.58,0,0
13534,2014,10,12,22,10.0,0,10.0,1031.0,NW,37.11,0,0
13535,2012,10,22,1,43.0,8,9.0,1017.0,cv,0.89,0,0
13536,2012,6,28,7,63.0,20,21.0,1011.0,cv,0.89,0,4
13537,2012,4,15,3,80.0,6,16.0,1004.0,SE,86.73,0,0
13538,2012,10,13,4,10.0,6,11.0,1014.0,cv,25.81,0,0
13539,2010,10,15,3,18.0,-1,12.0,1020.0,NW,121.59,0,0
13540,2013,9,15,14,28.0,4,26.0,1013.0,SE,3.13,0,0
13541,2010,8,4,2,199.0,21,26.0,1001.0,NE,3.57,0,0
13542,2012,10,27,19,20.0,-5,17.0,1019.0,NW,53.64,0,0
13543,2013,11,26,10,16.0,-20,4.0,1019.0,NE,3.13,0,0
13544,2014,10,27,17,39.0,-6,13.0,1029.0,SE,20.56,0,0
13545,2014,1,23,0,324.0,-16,-3.0,1021.0,SE,3.58,0,0
13546,2013,6,6,3,165.0,17,19.0,1010.0,SE,1.79,0,0
13547,2014,3,3,11,284.0,-5,2.0,1022.0,cv,2.67,0,0
13548,2013,2,18,0,19.0,-16,0.0,1027.0,NE,10.28,0,0
13549,2011,12,23,12,63.0,-15,3.0,1025.0,NW,12.07,0,0
13550,2013,8,28,15,75.0,20,25.0,998.0,cv,3.56,0,0
13551,2014,7,1,7,108.0,18,26.0,1006.0,cv,1.78,0,0
13552,2013,9,24,21,36.0,6,11.0,1021.0,NE,3.13,0,0
13553,2010,11,17,11,197.0,-4,5.0,1024.0,cv,1.78,0,0
13554,2013,6,1,22,41.0,10,22.0,1008.0,SE,17.88,0,0
13555,2013,3,20,15,53.0,-8,5.0,1022.0,SE,4.02,0,0
13556,2014,2,16,4,382.0,-9,-5.0,1026.0,NW,14.31,0,0
13557,2012,11,21,9,285.0,-1,3.0,1019.0,NW,1.79,0,0
13558,2013,8,29,1,124.0,20,22.0,998.0,cv,0.89,0,0
13559,2011,3,28,11,39.0,-9,11.0,1029.0,NW,13.87,0,0
13560,2011,10,7,21,162.0,11,15.0,1018.0,SE,25.47,0,0
13561,2012,9,3,7,8.0,10,19.0,1013.0,NE,26.36,0,0
13562,2013,6,3,16,123.0,2,34.0,1004.0,SE,3.13,0,0
13563,2011,9,19,19,55.0,8,17.0,1021.0,SE,3.58,0,0
13564,2013,9,10,18,13.0,1,28.0,1011.0,NW,42.03,0,0
13565,2010,8,1,1,22.0,21,26.0,1006.0,SE,7.16,0,1
13566,2012,1,27,20,128.0,-15,-6.0,1028.0,SE,16.09,0,0
13567,2011,2,9,10,199.0,-6,-3.0,1029.0,cv,1.78,0,0
13568,2012,12,30,21,23.0,-18,-10.0,1024.0,cv,0.89,0,0
13569,2014,1,24,19,48.0,-25,8.0,1020.0,NE,25.92,0,0
13570,2011,8,21,7,110.0,21,22.0,1012.0,cv,0.89,0,0
